Cement,Slag,FlyAsh,Water,Superplasticizer,CoarseAgg,FineAgg,Age,Strength,WCR,TotalAgg,Age_x_WCR,Log_Age
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,0.8498596819457436,1851.5,23.7972,3.3673
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,0.8498596819457436,1851.5,47.5944,4.0431
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,0.8498596819457436,1851.5,84.99,4.6151
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,0.8498040922942969,1785.6999999999998,2.5494,1.3863
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32,0.8498040922942969,1785.6999999999998,11.8972,2.7081
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,0.8498040922942969,1785.6999999999998,23.7944,3.3673
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,0.8498040922942969,1785.6999999999998,47.5888,4.0431
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,0.8498040922942969,1785.6999999999998,84.98,4.6151
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,0.7841243175136497,1796.9,2.3523,1.3863
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69,0.7841243175136497,1796.9,10.9774,2.7081
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,0.7841243175136497,1796.9,21.9548,3.3673
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,0.7841243175136497,1796.9,43.9096,4.0431
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,0.7841243175136497,1796.9,78.41,4.6151
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,0.7496,1818.1,2.2488,1.3863
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,0.7496,1818.1,10.4944,2.7081
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22,0.7496,1818.1,20.9888,3.3673
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,0.7496,1818.1,41.9776,4.0431
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,0.7496,1818.1,74.96000000000001,4.6151
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,0.7496470588235294,1911.4,2.2488,1.3863
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,0.7496470588235294,1911.4,10.4944,2.7081
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,0.7496470588235294,1911.4,20.9888,3.3673
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,0.7496470588235294,1911.4,41.9776,4.0431
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,0.7496470588235294,1911.4,74.96000000000001,4.6151
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,0.7497648165569144,1907.6,2.2494,1.3863
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,0.7497648165569144,1907.6,10.4972,2.7081
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,0.7497648165569144,1907.6,20.9944,3.3673
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,0.7497648165569144,1907.6,41.9888,4.0431
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,0.7497648165569144,1907.6,74.98,4.6151
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,0.75,1884.9,2.25,1.3863
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,0.75,1884.9,10.5,2.7081
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,0.75,1884.9,21.0,3.3673
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,0.75,1884.9,42.0,4.0431
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,0.75,1884.9,75.0,4.6151
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,0.7506471095772217,1834.9,2.2518000000000002,1.3863
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,0.7506471095772217,1834.9,10.5084,2.7081
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,0.7506471095772217,1834.9,21.0168,3.3673
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,0.7506471095772217,1834.9,42.0336,4.0431
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,0.7506471095772217,1834.9,75.06,4.6151
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,0.7498011137629276,1786.1000000000001,2.2494,1.3863
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,0.7498011137629276,1786.1000000000001,10.4972,2.7081
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,0.7498011137629276,1786.1000000000001,20.9944,3.3673
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,0.7498011137629276,1786.1000000000001,41.9888,4.0431
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,0.7498011137629276,1786.1000000000001,74.98,4.6151
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,0.7498011137629276,1786.1000000000001,2.2494,1.3863
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,0.7498011137629276,1786.1000000000001,10.4972,2.7081
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,0.7498011137629276,1786.1000000000001,20.9944,3.3673
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,0.7498011137629276,1786.1000000000001,41.9888,4.0431
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,0.7498011137629276,1786.1000000000001,74.98,4.6151
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,0.9349503858875413,1833.3999999999999,2.805,1.3863
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,0.9349503858875413,1833.3999999999999,13.09,2.7081
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,0.9349503858875413,1833.3999999999999,26.18,3.3673
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,0.9349503858875413,1833.3999999999999,52.36,4.0431
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,0.9349503858875413,1833.3999999999999,93.5,4.6151
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,0.9351648351648351,1840.1000000000001,2.8056,1.3863
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,0.9351648351648351,1840.1000000000001,13.0928,2.7081
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,0.9351648351648351,1840.1000000000001,26.1856,3.3673
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,0.9351648351648351,1840.1000000000001,52.3712,4.0431
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,0.9351648351648351,1840.1000000000001,93.52000000000001,4.6151
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,0.9372409709887508,1877.0,2.8116000000000003,1.3863
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,0.9372409709887508,1877.0,13.120800000000001,2.7081
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,0.9372409709887508,1877.0,26.241600000000002,3.3673
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,0.9372409709887508,1877.0,52.483200000000004,4.0431
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,0.9372409709887508,1877.0,93.72,4.6151
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,0.5788567493112948,1826.2,1.7367,1.3863
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,0.5788567493112948,1826.2,8.1046,2.7081
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,0.5788567493112948,1826.2,16.2092,3.3673
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,0.5788567493112948,1826.2,32.4184,4.0431
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,0.5788567493112948,1826.2,57.89,4.6151
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,0.5795741609527246,1849.5,1.7388,1.3863
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,0.5795741609527246,1849.5,8.1144,2.7081
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,0.5795741609527246,1849.5,16.2288,3.3673
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,0.5795741609527246,1849.5,32.4576,4.0431
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,0.5795741609527246,1849.5,57.96,4.6151
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,0.579979709164694,1814.3000000000002,1.7399999999999998,1.3863
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,0.579979709164694,1814.3000000000002,8.12,2.7081
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,0.579979709164694,1814.3000000000002,16.24,3.3673
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,0.579979709164694,1814.3000000000002,32.48,4.0431
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,0.579979709164694,1814.3000000000002,57.99999999999999,4.6151
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,0.58022239872915,1905.8,1.7406000000000001,1.3863
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,0.58022239872915,1905.8,8.122800000000002,2.7081
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,0.58022239872915,1905.8,16.245600000000003,3.3673
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,0.58022239872915,1905.8,32.491200000000006,4.0431
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,0.58022239872915,1905.8,58.02,4.6151
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,0.6346848655158571,1876.8,1.9041000000000001,1.3863
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,0.6346848655158571,1876.8,8.8858,2.7081
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,0.6346848655158571,1876.8,17.7716,3.3673
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,0.6346848655158571,1876.8,35.5432,4.0431
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,0.6346848655158571,1876.8,63.470000000000006,4.6151
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,0.5798652397938961,1876.8,1.7397,1.3863
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,0.5798652397938961,1876.8,8.118599999999999,2.7081
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,0.5798652397938961,1876.8,16.237199999999998,3.3673
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,0.5798652397938961,1876.8,32.474399999999996,4.0431
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,0.5798652397938961,1876.8,57.989999999999995,4.6151
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,0.5806320907617504,1887.6999999999998,1.7418,1.3863
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,0.5806320907617504,1887.6999999999998,8.1284,2.7081
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,0.5806320907617504,1887.6999999999998,16.2568,3.3673
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,0.5806320907617504,1887.6999999999998,32.5136,4.0431
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,0.5806320907617504,1887.6999999999998,58.06,4.6151
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,0.5797891675754271,1831.1,1.7393999999999998,1.3863
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,0.5797891675754271,1831.1,8.1172,2.7081
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,0.5797891675754271,1831.1,16.2344,3.3673
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,0.5797891675754271,1831.1,32.4688,4.0431
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.5797891675754271,1831.1,57.98,4.6151
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.588156123822342,1776.3,1.7645999999999997,1.3863
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,0.588156123822342,1776.3,8.2348,2.7081
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,0.588156123822342,1776.3,16.4696,3.3673
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,0.588156123822342,1776.3,32.9392,4.0431
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,0.588156123822342,1776.3,58.81999999999999,4.6151
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,0.724379971923257,1829.9,2.1732,1.3863
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,0.724379971923257,1829.9,10.1416,2.7081
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,0.724379971923257,1829.9,20.2832,3.3673
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,0.724379971923257,1829.9,40.5664,4.0431
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,0.724379971923257,1829.9,72.44,4.6151
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,0.7241217798594848,1827.8,2.1723,1.3863
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.7241217798594848,1827.8,10.1374,2.7081
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,0.7241217798594848,1827.8,20.2748,3.3673
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,0.7241217798594848,1827.8,40.5496,4.0431
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,0.7241217798594848,1827.8,72.41,4.6151
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,0.5797258297258298,1844.2,1.7391,1.3863
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,0.5797258297258298,1844.2,8.1158,2.7081
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,0.5797258297258298,1844.2,16.2316,3.3673
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,0.5797258297258298,1844.2,32.4632,4.0431
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,0.5797258297258298,1844.2,57.97,4.6151
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,0.6452795600366636,1868.4,1.9359,1.3863
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,0.6452795600366636,1868.4,9.0342,2.7081
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,0.6452795600366636,1868.4,18.0684,3.3673
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,0.6452795600366636,1868.4,36.1368,4.0431
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.6452795600366636,1868.4,64.53,4.6151
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,0.7240577012563982,1794.9,2.1723,1.3863
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,0.7240577012563982,1794.9,10.1374,2.7081
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,0.7240577012563982,1794.9,20.2748,3.3673
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,0.7240577012563982,1794.9,40.5496,4.0431
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.7240577012563982,1794.9,72.41,4.6151
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,0.7240749200548195,1873.6,2.1723,1.3863
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,0.7240749200548195,1873.6,10.1374,2.7081
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,0.7240749200548195,1873.6,20.2748,3.3673
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,0.7240749200548195,1873.6,40.5496,4.0431
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.7240749200548195,1873.6,72.41,4.6151
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,0.5707446808510638,1765.9,1.7121,1.3863
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,0.5707446808510638,1765.9,7.9898,2.7081
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,0.5707446808510638,1765.9,15.9796,3.3673
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,0.5707446808510638,1765.9,31.9592,4.0431
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,0.5707446808510638,1765.9,57.07,4.6151
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,0.28,1819.0,7.840000000000001,3.3673
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,0.29894736842105263,1739.0,8.3692,3.3673
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,0.4603174603174603,1875.0,12.888399999999999,3.3673
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,0.38613861386138615,1660.0,10.8108,3.3673
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,0.36585365853658536,1775.0,10.2452,3.3673
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,0.313953488372093,1603.0,8.792,3.3673
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.3269230769230769,1710.0,9.1532,3.3673
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,0.3503787878787879,1640.0,9.8112,3.3673
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,0.33653846153846156,1675.0,9.422,3.3673
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,0.4103896103896104,1671.0,11.4912,3.3673
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0.3999200159968006,1737.6000000000001,11.197199999999999,3.3673
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,0.44434570095534326,1737.6000000000001,12.440399999999999,3.3673
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,0.42065491183879095,1600.0,11.7796,3.3673
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,0.5015015015015015,1648.0,14.041999999999998,3.3673
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,0.5658682634730539,1600.0,15.845199999999998,3.3673
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,0.43209876543209874,1815.0,12.098799999999999,3.3673
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,0.95,1805.0,26.599999999999998,3.3673
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,0.313953488372093,1603.0,8.792,3.3673
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,1.2689655172413794,1713.0,35.532,3.3673
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,1.1375,1703.0,31.849999999999998,3.3673
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,0.8076923076923077,1741.0,22.6156,3.3673
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,0.636,1660.0,17.808,3.3673
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,0.3410526315789474,1706.0,9.5508,3.3673
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,0.5719298245614035,1716.0,16.013199999999998,3.3673
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,0.449438202247191,1718.0,12.583200000000001,3.3673
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,0.5890909090909091,1595.0,16.494799999999998,3.3673
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,0.302,1688.0,8.456,3.3673
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,0.9927272727272728,1906.5,2.9781,1.3863
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,1.0612121212121213,1752.4,3.1835999999999998,1.3863
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,1.0106741573033708,1754.1,3.0321,1.3863
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,1.0483870967741935,1752.9,3.1452,1.3863
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,0.9095127610208817,1862.6999999999998,2.7285,1.3863
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,0.94985590778098,1799.7,2.8497,1.3863
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,0.9820359281437125,1777.4,2.9459999999999997,1.3863
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,0.9913693901035673,1753.8000000000002,2.9741999999999997,1.3863
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,0.8754598003152916,1877.9,2.6265,1.3863
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,0.7672,1806.1,2.3016,1.3863
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,0.7456674473067915,1815.5,2.2371,1.3863
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,0.8741653826399589,1899.8,2.6226,1.3863
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,0.7673031026252983,1797.8999999999999,2.3019,1.3863
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,0.9927272727272728,1906.5,13.8978,2.7081
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,1.0612121212121213,1752.4,14.8568,2.7081
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,1.0106741573033708,1754.1,14.149799999999999,2.7081
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,1.0483870967741935,1752.9,14.6776,2.7081
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,0.9095127610208817,1862.6999999999998,12.733,2.7081
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,0.94985590778098,1799.7,13.2986,2.7081
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,0.9820359281437125,1777.4,13.748,2.7081
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,0.9913693901035673,1753.8000000000002,13.8796,2.7081
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,0.8754598003152916,1877.9,12.257,2.7081
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,0.7672,1806.1,10.7408,2.7081
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,0.7456674473067915,1815.5,10.4398,2.7081
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,0.8741653826399589,1899.8,12.2388,2.7081
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,0.7673031026252983,1797.8999999999999,10.7422,2.7081
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,0.9927272727272728,1906.5,27.7956,3.3673
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,1.0612121212121213,1752.4,29.7136,3.3673
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,1.0106741573033708,1754.1,28.299599999999998,3.3673
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,1.0483870967741935,1752.9,29.3552,3.3673
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,0.9095127610208817,1862.6999999999998,25.466,3.3673
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,0.94985590778098,1799.7,26.5972,3.3673
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,0.9820359281437125,1777.4,27.496,3.3673
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,0.9913693901035673,1753.8000000000002,27.7592,3.3673
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,0.8754598003152916,1877.9,24.514,3.3673
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,0.7672,1806.1,21.4816,3.3673
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,0.7456674473067915,1815.5,20.8796,3.3673
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,0.8741653826399589,1899.8,24.4776,3.3673
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,0.7673031026252983,1797.8999999999999,21.4844,3.3673
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,0.9927272727272728,1906.5,55.5912,4.0431
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,1.0612121212121213,1752.4,59.4272,4.0431
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,1.0106741573033708,1754.1,56.599199999999996,4.0431
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,1.0483870967741935,1752.9,58.7104,4.0431
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,0.9095127610208817,1862.6999999999998,50.932,4.0431
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,0.94985590778098,1799.7,53.1944,4.0431
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,0.9820359281437125,1777.4,54.992,4.0431
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,0.9913693901035673,1753.8000000000002,55.5184,4.0431
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,0.8754598003152916,1877.9,49.028,4.0431
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,0.7672,1806.1,42.9632,4.0431
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,0.7456674473067915,1815.5,41.7592,4.0431
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,0.8741653826399589,1899.8,48.9552,4.0431
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.7673031026252983,1797.8999999999999,42.9688,4.0431
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,0.9927272727272728,1906.5,99.27,4.6151
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,1.0612121212121213,1752.4,106.11999999999999,4.6151
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,1.0106741573033708,1754.1,101.07,4.6151
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,1.0483870967741935,1752.9,104.84,4.6151
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,0.9095127610208817,1862.6999999999998,90.95,4.6151
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,0.94985590778098,1799.7,94.99,4.6151
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,0.9820359281437125,1777.4,98.2,4.6151
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.9913693901035673,1753.8000000000002,99.14,4.6151
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,0.8754598003152916,1877.9,87.55,4.6151
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,0.7672,1806.1,76.72,4.6151
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,0.7456674473067915,1815.5,74.57000000000001,4.6151
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,0.8741653826399589,1899.8,87.42,4.6151
